8255,13209,16513,33515,42666,63083,94259,52500,78884,73255.6
8529,13647,17061,34625,44080,65174,97383,54240,81498,76386.9
8803,14085,17609,35739,45498,67270,100515,55985,84119,79666.4
9078,14525,18159,36855,46919,69371,103653,57733,86746,83007.8
9354,14967,18710,37974,48343,71477,106800,59486,89379,86522.7
9630,15408,19263,39095,49771,73588,109954,61242,92019,90021.7
9907,15852,19817,40220,51203,75705,113116,63004,94665,93846.4
10185,16296,20372,41347,52638,77826,116285,64769,97318,97697.0
10463,16741,20928,42476,54076,79952,119462,66539,99977,101622.8
10742,17187,21486,43608,55518,82083,122647,68313,102642,105722.7
11021,17634,22045,44743,56962,84220,125839,70091,105314,109966.7
11302,18083,22606,45881,58411,86362,129039,71873,107991,114324.0
11582,18532,23168,47021,59862,88507,132246,73659,110675,118794.6
12144,19431,24291,49301,62765,92800,138659,77232,116043,123308.1
12707,20331,25416,51584,65672,97097,145081,80808,121417,127965.7
13270,21232,26542,53871,68582,101401,151511,84390,126799,132841.3
13834,22134,27670,56159,71496,105709,157949,87975,132186,137860.2
14398,23037,28799,58451,74413,110022,164393,91565,137579,142901.1
14963,23941,29929,60745,77334,114340,170845,95159,142979,148305.9
15529,24846,31061,63042,80259,118664,177304,98757,148385,153732.7
16095,25753,32194,65342,83186,122992,183772,102360,153799,159181.4
16663,26660,33328,67644,86117,127325,190247,105966,159217,164975.2
17230,27568,34463,69949,89051,131663,196729,109576,164642,170790.9
17799,28478,35600,72256,91989,136007,203219,113190,170074,176628.5
18368,29388,36738,74566,94930,140355,209716,116809,175511,182839.3
18938,30299,37878,76879,97874,144709,216221,120432,180955,189071.5
19508,31212,39019,79195,100823,149067,222733,124059,186406,195427.2
20079,32126,40161,81513,103773,153430,229253,127690,191862,202126.1
20651,33041,41304,83833,106728,157798,235780,131325,197324,208847.0
21223,33956,42449,86157,109687,162173,242315,134966,202794,215589.9
21796,34873,43595,88484,112648,166551,248858,138610,208269,222354.7
22370,35791,44743,90812,115613,170935,255408,142258,213751,229877.7
22944,36710,45891,93144,118582,175325,261966,145911,219240,237254.6
23519,37630,47041,95478,121554,179718,268531,149567,224734,244983.5
24095,38551,48193,97815,124529,184118,275104,153229,230235,252564.4
24672,39473,49346,100155,127508,188522,281685,156894,235743,260297.3
25249,40397,50500,102498,130491,192932,288274,160564,241257,268456.4
25826,41321,51655,104843,133477,197346,294869,164237,246777,276939.8
26982,43169,53966,109534,139448,206175,308062,171585,257817,285266.1
28138,45019,56278,114228,145423,215010,321262,178937,268864,293947.3
29294,46870,58592,118923,151402,223849,334469,186294,279918,302970.3
30452,48722,60906,123622,157384,232693,347684,193654,290977,311997.2
31610,50575,63222,128323,163369,241542,360906,201018,302043,321317.0
32769,52429,65540,133027,169358,250397,374137,208388,313116,330455.2
33928,54284,67859,137734,175349,259256,387374,215761,324194,340145.4
35088,56140,70179,142443,181344,268120,400618,223138,335279,349587.6
36249,57997,72500,147155,187343,276990,413870,230520,346370,359496.0
37410,59855,74823,151870,193345,285865,427131,237905,357467,369626.3
38572,61714,77147,156587,199351,294744,440398,245295,368570,380008.5
39735,63574,79472,161306,205359,303627,453671,252688,379679,390642.6
40898,65436,81799,166029,211372,312517,466955,260087,390796,401248.6
42062,67298,84127,170754,217387,321411,480245,267489,401918,412105.5
43227,69162,86456,175482,223407,330311,493543,274896,413047,423233.3
44392,71026,88787,180213,229430,339217,506848,282307,424183,434672.0
45558,72892,91120,184947,235457,348128,520163,289723,435326,446380.9
46725,74758,93453,189684,241487,357043,533485,297143,446475,458360.6
47892,76626,95788,194422,247519,365962,546811,304566,457628,470260.3
49060,78495,98124,199164,253556,374888,560148,311994,468790,482509.0
50229,80365,100461,203908,259596,383818,573490,319426,479956,495077.8
51398,82235,102799,208655,265639,392753,586841,326863,491129,507966.7
52568,84107,105139,213404,271685,401692,600198,334302,502308,520125.4
53739,85980,107481,218157,277736,410638,613564,341747,513494,533353.8
54910,87854,109824,222913,283790,419590,626940,349197,524688,546851.9
57253,91602,114509,232422,295897,437489,653685,364094,547071,560440.6
