241,1686.9,1566.4,4096.7,1566.4,10362.1,8072.8,963.9,2891.8
249.2,1744.5,1619.9,4236.7,1619.9,10716.5,8348.9,996.9,2990.6
257.5,1802.4,1673.6,4377.2,1673.6,11071.6,8625.6,1029.9,3089.8
265.8,1860.3,1727.4,4517.9,1727.4,11427.7,8903,1063,3189.1
274.1,1918.4,1781.4,4659,1781.4,11784.6,9181,1096.2,3288.7
282.4,1976.7,1835.5,4800.5,1835.5,12142.3,9459.7,1129.5,3388.6
290.7,2035,1889.7,4942.2,1889.7,12501,9739.1,1162.9,3488.6
299.1,2093.6,1944,5084.4,1944,12860.4,10019.2,1196.3,3589
307.5,2152.2,1998.5,5226.8,1998.5,13220.8,10299.9,1229.8,3689.5
315.9,2211,2053.1,5369.6,2053.1,13582,10581.3,1263.4,3790.3
324.3,2270,2107.8,5512.8,2107.8,13944,10863.4,1297.1,3891.4
332.7,2329,2162.7,5656.2,2162.7,14307,11146.1,1330.9,3992.6
341.2,2388.3,2217.7,5800.1,2217.7,14670.7,11429.5,1364.7,4094.2
349.7,2447.6,2272.8,5944.2,2272.8,15035.4,11713.6,1398.6,4195.9
366.6,2566.3,2383,6232.5,2383,15764.7,12281.8,1466.5,4399.4
383.6,2685.2,2493.4,6521.2,2493.4,16494.8,12850.6,1534.4,4603.2
400.6,2804.2,2603.9,6810.2,2603.9,17225.8,13420.1,1602.4,4807.2
417.6,2923.3,2714.5,7099.5,2714.5,17957.7,13990.3,1670.5,5011.4
434.7,3042.6,2825.3,7389.2,2825.3,18690.4,14561.1,1738.6,5215.9
451.7,3162,2936.2,7679.2,2936.2,19424,15132.6,1806.9,5420.6
468.8,3281.6,3047.2,7969.6,3047.2,20158.4,15704.8,1875.2,5625.6
485.9,3401.3,3158.4,8260.3,3158.4,20893.7,16277.7,1943.6,5830.8
503,3521.1,3269.6,8551.3,3269.6,21629.9,16851.2,2012.1,6036.2
520.2,3641.1,3381,8842.7,3381,22366.9,17425.4,2080.6,6241.9
537.3,3761.2,3492.6,9134.4,3492.6,23104.8,18000.2,2149.3,6447.8
554.5,3881.5,3604.3,9426.5,3604.3,23843.5,18575.8,2218,6654
571.7,4001.9,3716.1,9718.9,3716.1,24583.1,19152,2286.8,6860.4
588.9,4122.4,3828,10011.6,3828,25323.6,19728.8,2355.7,7067
606.2,4243.1,3940,10304.7,3940,26064.9,20306.4,2424.6,7273.9
623.4,4363.9,4052.2,10598.1,4052.2,26807.1,20884.6,2493.7,7481
640.7,4484.9,4164.6,10891.9,4164.6,27550.1,21463.5,2562.8,7688.4
658,4606,4277,11186,4277,28294,22043,2632,7896
675.3,4727.2,4389.6,11480.4,4389.6,29038.8,22623.2,2701.3,8103.8
692.7,4848.6,4502.3,11775.2,4502.3,29784.4,23204.1,2770.6,8311.9
710,4970.1,4615.1,12070.3,4615.1,30530.9,23785.7,2840.1,8520.2
727.4,5091.8,4728.1,12365.8,4728.1,31278.2,24367.9,2909.6,8728.8
744.8,5213.6,4841.2,12661.6,4841.2,32026.4,24950.8,2979.2,8937.6
762.2,5335.5,4954.4,12957.7,4954.4,32775.5,25534.4,3048.9,9146.6
779.7,5457.6,5067.8,13254.2,5067.8,33525.4,26118.6,3118.6,9355.9
814.5,5701.8,5294.5,13847.2,5294.5,35025.2,27287.1,3258.2,9774.5
849.4,5946.1,5521.4,14440.5,5521.4,36525.9,28456.2,3397.8,10193.3
884.4,6190.5,5748.3,15034.1,5748.3,38027.5,29626.1,3537.4,10612.3
919.3,6435.1,5975.5,15628.1,5975.5,39529.9,30796.6,3677.2,11031.6
954.3,6679.8,6202.7,16222.4,6202.7,41033.2,31967.7,3817,11451.1
989.2,6924.7,6430.1,16817.1,6430.1,42537.3,33139.5,3957,11870.9
1024.2,7169.7,6657.6,17412.1,6657.6,44042.3,34312,4097,12290.9
1059.3,7414.8,6885.2,18007.4,6885.2,45548.2,35485.2,4237,12711.1
1094.3,7660.1,7113,18603.1,7113,47054.9,36659.1,4377.2,13131.6
1129.4,7905.5,7340.8,19199.1,7340.8,48562.5,37833.6,4517.4,13552.3
1164.4,8151.1,7568.9,19795.5,7568.9,50070.9,39008.7,4657.8,13973.3
1199.5,8396.8,7797,20392.2,7797,51580.2,40184.6,4798.2,14394.5
1234.7,8642.6,8025.3,20989.2,8025.3,53090.4,41361.1,4938.6,14815.9
1269.8,8888.6,8253.7,21586.6,8253.7,54601.4,42538.3,5079.2,15237.6
1305,9134.7,8482.2,22184.3,8482.2,56113.3,43716.2,5219.8,15659.5
1340.1,9381,8710.9,22782.4,8710.9,57626,44894.7,5360.6,16081.7
1375.3,9627.4,8939.7,23380.8,8939.7,59139.6,46073.9,5501.4,16504.1
1410.6,9873.9,9168.6,23979.5,9168.6,60654.1,47253.8,5642.2,16926.7
1445.8,10120.6,9397.7,24578.6,9397.7,62169.4,48434.3,5783.2,17349.6
1481.1,10367.4,9626.9,25178,9626.9,63685.6,49615.5,5924.2,17772.7
1516.3,10614.4,9856.2,25777.8,9856.2,65202.6,50797.4,6065.4,18196.1
1551.6,10861.5,10085.7,26377.9,10085.7,66720.5,51979.9,6206.6,18619.7
1587,11108.7,10315.2,26978.3,10315.2,68239.3,53163.2,6347.8,19043.5
1622.3,11356.1,10545,27579.1,10545,69758.9,54347.1,6489.2,19467.6
1657.7,11603.6,10774.8,28180.2,10774.8,71279.4,55531.6,6630.6,19891.9
1728.4,12098.7,11234.5,29382.5,11234.5,74320.3,57900.7,6913.5,20740.6
